question=['chicago' 'illinois' 'houston' 'texas'], predicted=iowa
question=['philadelphia' 'pennsylvania' 'bakersfield' 'california'], predicted=wah
question=['philadelphia' 'pennsylvania' 'tampa' 'florida'], predicted=bay
question=['philadelphia' 'pennsylvania' 'anaheim' 'california'], predicted=county
question=['philadelphia' 'pennsylvania' 'lexington' 'kentucky'], predicted=virginia
question=['philadelphia' 'pennsylvania' 'stockton' 'california'], predicted=delaware
question=['philadelphia' 'pennsylvania' 'toledo' 'ohio'], predicted=ontario
question=['philadelphia' 'pennsylvania' 'plano' 'texas'], predicted=piloto
question=['phoenix' 'arizona' 'indianapolis' 'indiana'], predicted=denver
question=['phoenix' 'arizona' 'memphis' 'tennessee'], predicted=arkansas
question=['phoenix' 'arizona' 'seattle' 'washington'], predicted=california
question=['phoenix' 'arizona' 'louisville' 'kentucky'], predicted=missouri
question=['phoenix' 'arizona' 'atlanta' 'georgia'], predicted=florida
question=['phoenix' 'arizona' 'cleveland' 'ohio'], predicted=arkansas
question=['phoenix' 'arizona' 'honolulu' 'hawaii'], predicted=florida
question=['phoenix' 'arizona' 'lexington' 'kentucky'], predicted=arkansas
question=['phoenix' 'arizona' 'cincinnati' 'ohio'], predicted=arkansas
question=['phoenix' 'arizona' 'toledo' 'ohio'], predicted=california
question=['phoenix' 'arizona' 'plano' 'texas'], predicted=piloto
question=['phoenix' 'arizona' 'henderson' 'nevada'], predicted=texas
question=['dallas' 'texas' 'jacksonville' 'florida'], predicted=alabama
question=['dallas' 'texas' 'indianapolis' 'indiana'], predicted=kentucky
question=['dallas' 'texas' 'mesa' 'arizona'], predicted=utah
question=['dallas' 'texas' 'tulsa' 'oklahoma'], predicted=utah
question=['dallas' 'texas' 'wichita' 'kansas'], predicted=lubbock
question=['dallas' 'texas' 'bakersfield' 'california'], predicted=rockabilly
question=['dallas' 'texas' 'lexington' 'kentucky'], predicted=virginia
question=['dallas' 'texas' 'stockton' 'california'], predicted=utah
question=['dallas' 'texas' 'toledo' 'ohio'], predicted=navarre
question=['dallas' 'texas' 'henderson' 'nevada'], predicted=zoltan
question=['jacksonville' 'florida' 'austin' 'texas'], predicted=oregon
question=['jacksonville' 'florida' 'sacramento' 'california'], predicted=san
question=['jacksonville' 'florida' 'mesa' 'arizona'], predicted=corcovado
question=['jacksonville' 'florida' 'oakland' 'california'], predicted=san
question=['jacksonville' 'florida' 'wichita' 'kansas'], predicted=california
question=['jacksonville' 'florida' 'arlington' 'texas'], predicted=virginia
question=['jacksonville' 'florida' 'lexington' 'kentucky'], predicted=massachusetts
question=['jacksonville' 'florida' 'toledo' 'ohio'], predicted=louisiana
question=['jacksonville' 'florida' 'plano' 'texas'], predicted=piloto
question=['jacksonville' 'florida' 'henderson' 'nevada'], predicted=cambridge
question=['jacksonville' 'florida' 'laredo' 'texas'], predicted=ciudad
question=['indianapolis' 'indiana' 'austin' 'texas'], predicted=arkansas
question=['indianapolis' 'indiana' 'memphis' 'tennessee'], predicted=arkansas
question=['indianapolis' 'indiana' 'seattle' 'washington'], predicted=ontario
question=['indianapolis' 'indiana' 'louisville' 'kentucky'], predicted=missouri
question=['indianapolis' 'indiana' 'tucson' 'arizona'], predicted=michigan
question=['indianapolis' 'indiana' 'fresno' 'california'], predicted=county
question=['indianapolis' 'indiana' 'sacramento' 'california'], predicted=michigan
question=['indianapolis' 'indiana' 'mesa' 'arizona'], predicted=michigan
question=['indianapolis' 'indiana' 'atlanta' 'georgia'], predicted=michigan
question=['indianapolis' 'indiana' 'omaha' 'nebraska'], predicted=michigan
question=['indianapolis' 'indiana' 'tulsa' 'oklahoma'], predicted=arkansas
question=['indianapolis' 'indiana' 'minneapolis' 'minnesota'], predicted=michigan
question=['indianapolis' 'indiana' 'wichita' 'kansas'], predicted=michigan
question=['indianapolis' 'indiana' 'arlington' 'texas'], predicted=virginia
question=['indianapolis' 'indiana' 'bakersfield' 'california'], predicted=joaquin
question=['indianapolis' 'indiana' 'tampa' 'florida'], predicted=bay
question=['indianapolis' 'indiana' 'anaheim' 'california'], predicted=county
question=['indianapolis' 'indiana' 'lexington' 'kentucky'], predicted=virginia
question=['indianapolis' 'indiana' 'stockton' 'california'], predicted=county
question=['indianapolis' 'indiana' 'anchorage' 'alaska'], predicted=michigan
question=['indianapolis' 'indiana' 'toledo' 'ohio'], predicted=michigan
question=['indianapolis' 'indiana' 'plano' 'texas'], predicted=greenville
question=['indianapolis' 'indiana' 'henderson' 'nevada'], predicted=norman
question=['indianapolis' 'indiana' 'laredo' 'texas'], predicted=idaho
question=['indianapolis' 'indiana' 'chandler' 'arizona'], predicted=ross
question=['austin' 'texas' 'detroit' 'michigan'], predicted=miami
question=['austin' 'texas' 'baltimore' 'maryland'], predicted=colts
question=['austin' 'texas' 'portland' 'oregon'], predicted=florida
question=['austin' 'texas' 'mesa' 'arizona'], predicted=pensacola
question=['austin' 'texas' 'omaha' 'nebraska'], predicted=oklahoma
question=['austin' 'texas' 'cleveland' 'ohio'], predicted=browns
question=['austin' 'texas' 'wichita' 'kansas'], predicted=oklahoma
question=['austin' 'texas' 'bakersfield' 'california'], predicted=oklahoma
question=['austin' 'texas' 'pittsburgh' 'pennsylvania'], predicted=steelers
question=['austin' 'texas' 'lexington' 'kentucky'], predicted=virginia
question=['austin' 'texas' 'stockton' 'california'], predicted=dallas
question=['austin' 'texas' 'cincinnati' 'ohio'], predicted=pittsburgh
question=['austin' 'texas' 'toledo' 'ohio'], predicted=california
question=['austin' 'texas' 'henderson' 'nevada'], predicted=oklahoma
question=['austin' 'texas' 'orlando' 'florida'], predicted=miami
question=['austin' 'texas' 'chandler' 'arizona'], predicted=hyland
question=['detroit' 'michigan' 'denver' 'colorado'], predicted=iowa
question=['detroit' 'michigan' 'mesa' 'arizona'], predicted=superhighway
question=['detroit' 'michigan' 'atlanta' 'georgia'], predicted=illinois
question=['detroit' 'michigan' 'wichita' 'kansas'], predicted=topeka
question=['detroit' 'michigan' 'arlington' 'texas'], predicted=virginia
question=['detroit' 'michigan' 'lexington' 'kentucky'], predicted=virginia
question=['detroit' 'michigan' 'stockton' 'california'], predicted=hinds
question=['detroit' 'michigan' 'plano' 'texas'], predicted=piloto
question=['detroit' 'michigan' 'henderson' 'nevada'], predicted=illinois
question=['detroit' 'michigan' 'laredo' 'texas'], predicted=cavan
question=['detroit' 'michigan' 'chandler' 'arizona'], predicted=monica
question=['detroit' 'michigan' 'lubbock' 'texas'], predicted=holley
question=['memphis' 'tennessee' 'tucson' 'arizona'], predicted=illinois
question=['memphis' 'tennessee' 'fresno' 'california'], predicted=texas
question=['memphis' 'tennessee' 'sacramento' 'california'], predicted=kansas
question=['memphis' 'tennessee' 'mesa' 'arizona'], predicted=utah
question=['memphis' 'tennessee' 'oakland' 'california'], predicted=kansas
question=['memphis' 'tennessee' 'arlington' 'texas'], predicted=virginia
question=['memphis' 'tennessee' 'bakersfield' 'california'], predicted=oklahoma
question=['memphis' 'tennessee' 'anaheim' 'california'], predicted=schenectady
question=['memphis' 'tennessee' 'stockton' 'california'], predicted=kentucky
question=['memphis' 'tennessee' 'plano' 'texas'], predicted=harrisburg
question=['memphis' 'tennessee' 'henderson' 'nevada'], predicted=illinois
question=['memphis' 'tennessee' 'laredo' 'texas'], predicted=kentucky
question=['memphis' 'tennessee' 'chandler' 'arizona'], predicted=kathy
question=['memphis' 'tennessee' 'garland' 'texas'], predicted=kentucky
question=['boston' 'massachusetts' 'fresno' 'california'], predicted=tulare
question=['boston' 'massachusetts' 'mesa' 'arizona'], predicted=gallaecia
question=['boston' 'massachusetts' 'wichita' 'kansas'], predicted=topeka
question=['boston' 'massachusetts' 'arlington' 'texas'], predicted=virginia
question=['boston' 'massachusetts' 'bakersfield' 'california'], predicted=joaquin
question=['boston' 'massachusetts' 'tampa' 'florida'], predicted=bay
question=['boston' 'massachusetts' 'lexington' 'kentucky'], predicted=virginia
question=['boston' 'massachusetts' 'stockton' 'california'], predicted=symington
question=['boston' 'massachusetts' 'toledo' 'ohio'], predicted=narbonne
question=['boston' 'massachusetts' 'plano' 'texas'], predicted=piloto
question=['boston' 'massachusetts' 'henderson' 'nevada'], predicted=stuart
question=['boston' 'massachusetts' 'orlando' 'florida'], predicted=furioso
question=['boston' 'massachusetts' 'laredo' 'texas'], predicted=symington
question=['boston' 'massachusetts' 'chandler' 'arizona'], predicted=updike
question=['boston' 'massachusetts' 'lubbock' 'texas'], predicted=holley
question=['boston' 'massachusetts' 'garland' 'texas'], predicted=judy
question=['boston' 'massachusetts' 'glendale' 'arizona'], predicted=california
question=['seattle' 'washington' 'tucson' 'arizona'], predicted=virginia
question=['seattle' 'washington' 'sacramento' 'california'], predicted=virginia
question=['seattle' 'washington' 'mesa' 'arizona'], predicted=jefferson
question=['seattle' 'washington' 'oakland' 'california'], predicted=jefferson
question=['seattle' 'washington' 'cleveland' 'ohio'], predicted=roosevelt
question=['seattle' 'washington' 'minneapolis' 'minnesota'], predicted=illinois
question=['seattle' 'washington' 'wichita' 'kansas'], predicted=virginia
question=['seattle' 'washington' 'arlington' 'texas'], predicted=virginia
question=['seattle' 'washington' 'bakersfield' 'california'], predicted=lewiston
question=['seattle' 'washington' 'tampa' 'florida'], predicted=bay
question=['seattle' 'washington' 'anaheim' 'california'], predicted=roosevelt
question=['seattle' 'washington' 'pittsburgh' 'pennsylvania'], predicted=philadelphia
question=['seattle' 'washington' 'lexington' 'kentucky'], predicted=virginia
question=['seattle' 'washington' 'stockton' 'california'], predicted=jefferson
question=['seattle' 'washington' 'toledo' 'ohio'], predicted=virginia
question=['seattle' 'washington' 'plano' 'texas'], predicted=roosevelt
question=['seattle' 'washington' 'henderson' 'nevada'], predicted=geary
question=['seattle' 'washington' 'orlando' 'florida'], predicted=roosevelt
question=['seattle' 'washington' 'laredo' 'texas'], predicted=roosevelt
question=['seattle' 'washington' 'chandler' 'arizona'], predicted=ross
question=['seattle' 'washington' 'madison' 'wisconsin'], predicted=jefferson
question=['seattle' 'washington' 'lubbock' 'texas'], predicted=virginia
question=['seattle' 'washington' 'garland' 'texas'], predicted=clark
question=['seattle' 'washington' 'glendale' 'arizona'], predicted=illinois
question=['denver' 'colorado' 'mesa' 'arizona'], predicted=coated
question=['denver' 'colorado' 'wichita' 'kansas'], predicted=california
question=['denver' 'colorado' 'arlington' 'texas'], predicted=virginia
question=['denver' 'colorado' 'bakersfield' 'california'], predicted=springs
question=['denver' 'colorado' 'tampa' 'florida'], predicted=bay
question=['denver' 'colorado' 'lexington' 'kentucky'], predicted=tennessee
question=['denver' 'colorado' 'plano' 'texas'], predicted=biopolymers
question=['denver' 'colorado' 'henderson' 'nevada'], predicted=gentry
question=['denver' 'colorado' 'orlando' 'florida'], predicted=nez
question=['denver' 'colorado' 'laredo' 'texas'], predicted=yosemite
question=['denver' 'colorado' 'chandler' 'arizona'], predicted=ross
question=['denver' 'colorado' 'lubbock' 'texas'], predicted=holley
question=['denver' 'colorado' 'garland' 'texas'], predicted=clark
question=['denver' 'colorado' 'glendale' 'arizona'], predicted=california
question=['denver' 'colorado' 'reno' 'nevada'], predicted=yucca
question=['baltimore' 'maryland' 'portland' 'oregon'], predicted=maine
question=['baltimore' 'maryland' 'mesa' 'arizona'], predicted=micronesian
question=['baltimore' 'maryland' 'minneapolis' 'minnesota'], predicted=michigan
question=['baltimore' 'maryland' 'wichita' 'kansas'], predicted=topeka
question=['baltimore' 'maryland' 'arlington' 'texas'], predicted=virginia
question=['baltimore' 'maryland' 'bakersfield' 'california'], predicted=popcorn
question=['baltimore' 'maryland' 'tampa' 'florida'], predicted=bay
question=['baltimore' 'maryland' 'stockton' 'california'], predicted=prescott
question=['baltimore' 'maryland' 'toledo' 'ohio'], predicted=michigan
question=['baltimore' 'maryland' 'plano' 'texas'], predicted=piloto
question=['baltimore' 'maryland' 'henderson' 'nevada'], predicted=james
question=['baltimore' 'maryland' 'orlando' 'florida'], predicted=furioso
question=['baltimore' 'maryland' 'laredo' 'texas'], predicted=kentucky
question=['baltimore' 'maryland' 'chandler' 'arizona'], predicted=prescott
question=['baltimore' 'maryland' 'madison' 'wisconsin'], predicted=jefferson
question=['baltimore' 'maryland' 'lubbock' 'texas'], predicted=holley
question=['baltimore' 'maryland' 'garland' 'texas'], predicted=judy
question=['baltimore' 'maryland' 'glendale' 'arizona'], predicted=california
question=['baltimore' 'maryland' 'reno' 'nevada'], predicted=janet
question=['baltimore' 'maryland' 'scottsdale' 'arizona'], predicted=driftless
question=['nashville' 'tennessee' 'tucson' 'arizona'], predicted=virginia
question=['nashville' 'tennessee' 'sacramento' 'california'], predicted=mississippi
question=['nashville' 'tennessee' 'mesa' 'arizona'], predicted=alamos
question=['nashville' 'tennessee' 'tulsa' 'oklahoma'], predicted=arkansas
question=['nashville' 'tennessee' 'wichita' 'kansas'], predicted=arkansas
question=['nashville' 'tennessee' 'arlington' 'texas'], predicted=virginia
question=['nashville' 'tennessee' 'bakersfield' 'california'], predicted=virginia
question=['nashville' 'tennessee' 'honolulu' 'hawaii'], predicted=iowa
question=['nashville' 'tennessee' 'lexington' 'kentucky'], predicted=virginia
question=['nashville' 'tennessee' 'stockton' 'california'], predicted=virginia
question=['nashville' 'tennessee' 'anchorage' 'alaska'], predicted=iowa
question=['nashville' 'tennessee' 'plano' 'texas'], predicted=piloto
question=['nashville' 'tennessee' 'henderson' 'nevada'], predicted=andrews
question=['nashville' 'tennessee' 'laredo' 'texas'], predicted=kentucky
question=['nashville' 'tennessee' 'chandler' 'arizona'], predicted=raymond
question=['nashville' 'tennessee' 'lubbock' 'texas'], predicted=kentucky
question=['nashville' 'tennessee' 'garland' 'texas'], predicted=kentucky
question=['nashville' 'tennessee' 'glendale' 'arizona'], predicted=illinois
question=['nashville' 'tennessee' 'reno' 'nevada'], predicted=florida
question=['nashville' 'tennessee' 'scottsdale' 'arizona'], predicted=virginia
question=['nashville' 'tennessee' 'irving' 'texas'], predicted=virginia
question=['louisville' 'kentucky' 'portland' 'oregon'], predicted=maine
question=['louisville' 'kentucky' 'tucson' 'arizona'], predicted=virginia
question=['louisville' 'kentucky' 'fresno' 'california'], predicted=tulare
question=['louisville' 'kentucky' 'sacramento' 'california'], predicted=virginia
question=['louisville' 'kentucky' 'mesa' 'arizona'], predicted=sierra
question=['louisville' 'kentucky' 'tulsa' 'oklahoma'], predicted=switzer
question=['louisville' 'kentucky' 'oakland' 'california'], predicted=county
question=['louisville' 'kentucky' 'arlington' 'texas'], predicted=virginia
question=['louisville' 'kentucky' 'bakersfield' 'california'], predicted=mischa
question=['louisville' 'kentucky' 'tampa' 'florida'], predicted=bay
question=['louisville' 'kentucky' 'anaheim' 'california'], predicted=county
question=['louisville' 'kentucky' 'stockton' 'california'], predicted=delaware
question=['louisville' 'kentucky' 'anchorage' 'alaska'], predicted=delaware
question=['louisville' 'kentucky' 'toledo' 'ohio'], predicted=navarre
question=['louisville' 'kentucky' 'plano' 'texas'], predicted=piloto
question=['louisville' 'kentucky' 'henderson' 'nevada'], predicted=mischa
question=['louisville' 'kentucky' 'laredo' 'texas'], predicted=connecticut
question=['louisville' 'kentucky' 'chandler' 'arizona'], predicted=kathy
question=['louisville' 'kentucky' 'madison' 'wisconsin'], predicted=jefferson
question=['louisville' 'kentucky' 'lubbock' 'texas'], predicted=virginia
question=['louisville' 'kentucky' 'garland' 'texas'], predicted=mischa
question=['louisville' 'kentucky' 'glendale' 'arizona'], predicted=county
question=['louisville' 'kentucky' 'reno' 'nevada'], predicted=jackson
question=['louisville' 'kentucky' 'scottsdale' 'arizona'], predicted=virginia
question=['louisville' 'kentucky' 'irving' 'texas'], predicted=hoover
question=['louisville' 'kentucky' 'fremont' 'california'], predicted=virginia
question=['milwaukee' 'wisconsin' 'tucson' 'arizona'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'fresno' 'california'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'sacramento' 'california'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'mesa' 'arizona'], predicted=utah
question=['milwaukee' 'wisconsin' 'tulsa' 'oklahoma'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'oakland' 'california'], predicted=tennessee
question=['milwaukee' 'wisconsin' 'cleveland' 'ohio'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'minneapolis' 'minnesota'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'wichita' 'kansas'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'arlington' 'texas'], predicted=virginia
question=['milwaukee' 'wisconsin' 'bakersfield' 'california'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'anaheim' 'california'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'lexington' 'kentucky'], predicted=virginia
question=['milwaukee' 'wisconsin' 'stockton' 'california'], predicted=virginia
question=['milwaukee' 'wisconsin' 'cincinnati' 'ohio'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'toledo' 'ohio'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'plano' 'texas'], predicted=piloto
question=['milwaukee' 'wisconsin' 'henderson' 'nevada'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'laredo' 'texas'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'chandler' 'arizona'], predicted=monica
question=['milwaukee' 'wisconsin' 'lubbock' 'texas'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'garland' 'texas'], predicted=judy
question=['milwaukee' 'wisconsin' 'glendale' 'arizona'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'reno' 'nevada'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'scottsdale' 'arizona'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'irving' 'texas'], predicted=virginia
question=['milwaukee' 'wisconsin' 'fremont' 'california'], predicted=arkansas
question=['milwaukee' 'wisconsin' 'irvine' 'california'], predicted=kirchner
question=['portland' 'oregon' 'mesa' 'arizona'], predicted=flathead
question=['portland' 'oregon' 'atlanta' 'georgia'], predicted=iowa
question=['portland' 'oregon' 'minneapolis' 'minnesota'], predicted=iowa
question=['portland' 'oregon' 'arlington' 'texas'], predicted=iowa
question=['portland' 'oregon' 'tampa' 'florida'], predicted=iowa
question=['portland' 'oregon' 'honolulu' 'hawaii'], predicted=iowa
question=['portland' 'oregon' 'lexington' 'kentucky'], predicted=iowa
question=['portland' 'oregon' 'plano' 'texas'], predicted=piloto
question=['portland' 'oregon' 'henderson' 'nevada'], predicted=crossman
question=['portland' 'oregon' 'orlando' 'florida'], predicted=archivist
question=['portland' 'oregon' 'laredo' 'texas'], predicted=solano
question=['portland' 'oregon' 'chandler' 'arizona'], predicted=joey
question=['portland' 'oregon' 'madison' 'wisconsin'], predicted=iowa
question=['portland' 'oregon' 'lubbock' 'texas'], predicted=holley
question=['portland' 'oregon' 'garland' 'texas'], predicted=judy
question=['portland' 'oregon' 'glendale' 'arizona'], predicted=california
question=['portland' 'oregon' 'reno' 'nevada'], predicted=iowa
question=['portland' 'oregon' 'irving' 'texas'], predicted=iowa
question=['portland' 'oregon' 'fremont' 'california'], predicted=montana
question=['portland' 'oregon' 'spokane' 'washington'], predicted=iowa
question=['tucson' 'arizona' 'atlanta' 'georgia'], predicted=florida
question=['tucson' 'arizona' 'cleveland' 'ohio'], predicted=minnesota
question=['tucson' 'arizona' 'bakersfield' 'california'], predicted=oklahoma
question=['tucson' 'arizona' 'tampa' 'florida'], predicted=minnesota
question=['tucson' 'arizona' 'pittsburgh' 'pennsylvania'], predicted=minnesota
question=['tucson' 'arizona' 'stockton' 'california'], predicted=davenport
question=['tucson' 'arizona' 'cincinnati' 'ohio'], predicted=minnesota
question=['tucson' 'arizona' 'plano' 'texas'], predicted=piloto
question=['tucson' 'arizona' 'henderson' 'nevada'], predicted=brock
question=['tucson' 'arizona' 'madison' 'wisconsin'], predicted=jefferson
question=['tucson' 'arizona' 'garland' 'texas'], predicted=campbell
question=['tucson' 'arizona' 'reno' 'nevada'], predicted=florida
question=['tucson' 'arizona' 'irving' 'texas'], predicted=campbell
question=['tucson' 'arizona' 'fremont' 'california'], predicted=sacramento
question=['tucson' 'arizona' 'spokane' 'washington'], predicted=minnesota
question=['fresno' 'california' 'mesa' 'arizona'], predicted=glendale
question=['fresno' 'california' 'atlanta' 'georgia'], predicted=chicago
question=['fresno' 'california' 'miami' 'florida'], predicted=chicago
question=['fresno' 'california' 'tulsa' 'oklahoma'], predicted=utah
question=['fresno' 'california' 'cleveland' 'ohio'], predicted=chicago
question=['fresno' 'california' 'arlington' 'texas'], predicted=cemetery
question=['fresno' 'california' 'tampa' 'florida'], predicted=bay
question=['fresno' 'california' 'honolulu' 'hawaii'], predicted=boston
question=['fresno' 'california' 'pittsburgh' 'pennsylvania'], predicted=boston
question=['fresno' 'california' 'lexington' 'kentucky'], predicted=boston
question=['fresno' 'california' 'cincinnati' 'ohio'], predicted=chicago
question=['fresno' 'california' 'toledo' 'ohio'], predicted=angeles
question=['fresno' 'california' 'plano' 'texas'], predicted=america
question=['fresno' 'california' 'henderson' 'nevada'], predicted=chicago
question=['fresno' 'california' 'orlando' 'florida'], predicted=boston
question=['fresno' 'california' 'laredo' 'texas'], predicted=angeles
question=['fresno' 'california' 'chandler' 'arizona'], predicted=joey
question=['fresno' 'california' 'madison' 'wisconsin'], predicted=illinois
question=['fresno' 'california' 'garland' 'texas'], predicted=judy
question=['fresno' 'california' 'glendale' 'arizona'], predicted=pasadena
question=['fresno' 'california' 'reno' 'nevada'], predicted=clinton
question=['fresno' 'california' 'irving' 'texas'], predicted=washington
question=['fresno' 'california' 'spokane' 'washington'], predicted=arizona
question=['fresno' 'california' 'shreveport' 'louisiana'], predicted=illinois
question=['sacramento' 'california' 'mesa' 'arizona'], predicted=berkeley
question=['sacramento' 'california' 'wichita' 'kansas'], predicted=oklahoma
question=['sacramento' 'california' 'arlington' 'texas'], predicted=berkeley
question=['sacramento' 'california' 'lexington' 'kentucky'], predicted=illinois
question=['sacramento' 'california' 'toledo' 'ohio'], predicted=berkeley
question=['sacramento' 'california' 'plano' 'texas'], predicted=piloto
question=['sacramento' 'california' 'henderson' 'nevada'], predicted=scuse
question=['sacramento' 'california' 'chandler' 'arizona'], predicted=monica
question=['sacramento' 'california' 'lubbock' 'texas'], predicted=holley
question=['sacramento' 'california' 'garland' 'texas'], predicted=judy
question=['sacramento' 'california' 'glendale' 'arizona'], predicted=hollywood
question=['sacramento' 'california' 'reno' 'nevada'], predicted=department
question=['sacramento' 'california' 'irving' 'texas'], predicted=allen
question=['sacramento' 'california' 'spokane' 'washington'], predicted=arizona
question=['sacramento' 'california' 'shreveport' 'louisiana'], predicted=illinois
question=['sacramento' 'california' 'tacoma' 'washington'], predicted=texas
question=['mesa' 'arizona' 'atlanta' 'georgia'], predicted=iowa
question=['mesa' 'arizona' 'tulsa' 'oklahoma'], predicted=arkansas
question=['mesa' 'arizona' 'arlington' 'texas'], predicted=arkansas
question=['mesa' 'arizona' 'tampa' 'florida'], predicted=minnesota
question=['mesa' 'arizona' 'anaheim' 'california'], predicted=colorado
question=['mesa' 'arizona' 'pittsburgh' 'pennsylvania'], predicted=minnesota
question=['mesa' 'arizona' 'lexington' 'kentucky'], predicted=iowa
question=['mesa' 'arizona' 'stockton' 'california'], predicted=missouri
question=['mesa' 'arizona' 'plano' 'texas'], predicted=ohio
question=['mesa' 'arizona' 'henderson' 'nevada'], predicted=arkansas
question=['mesa' 'arizona' 'madison' 'wisconsin'], predicted=ohio
question=['mesa' 'arizona' 'garland' 'texas'], predicted=judy
question=['mesa' 'arizona' 'reno' 'nevada'], predicted=arkansas
question=['mesa' 'arizona' 'irving' 'texas'], predicted=ohio
question=['mesa' 'arizona' 'fremont' 'california'], predicted=arkansas
question=['mesa' 'arizona' 'spokane' 'washington'], predicted=arkansas
question=['mesa' 'arizona' 'modesto' 'california'], predicted=arkansas
question=['mesa' 'arizona' 'shreveport' 'louisiana'], predicted=ohio
question=['mesa' 'arizona' 'tacoma' 'washington'], predicted=ohio
question=['atlanta' 'georgia' 'tulsa' 'oklahoma'], predicted=alabama
question=['atlanta' 'georgia' 'wichita' 'kansas'], predicted=gambia
question=['atlanta' 'georgia' 'arlington' 'texas'], predicted=virginia
question=['atlanta' 'georgia' 'bakersfield' 'california'], predicted=caucasus
question=['atlanta' 'georgia' 'tampa' 'florida'], predicted=gulf
question=['atlanta' 'georgia' 'anaheim' 'california'], predicted=azerbaijan
question=['atlanta' 'georgia' 'lexington' 'kentucky'], predicted=virginia
question=['atlanta' 'georgia' 'stockton' 'california'], predicted=virginia
question=['atlanta' 'georgia' 'toledo' 'ohio'], predicted=peru
question=['atlanta' 'georgia' 'plano' 'texas'], predicted=fatwas
question=['atlanta' 'georgia' 'henderson' 'nevada'], predicted=bahamas
question=['atlanta' 'georgia' 'orlando' 'florida'], predicted=furioso
question=['atlanta' 'georgia' 'laredo' 'texas'], predicted=border
question=['atlanta' 'georgia' 'chandler' 'arizona'], predicted=kathy
question=['atlanta' 'georgia' 'madison' 'wisconsin'], predicted=virginia
question=['atlanta' 'georgia' 'lubbock' 'texas'], predicted=holley
question=['atlanta' 'georgia' 'garland' 'texas'], predicted=judy
question=['atlanta' 'georgia' 'glendale' 'arizona'], predicted=northeastern
question=['atlanta' 'georgia' 'reno' 'nevada'], predicted=supreme
question=['atlanta' 'georgia' 'scottsdale' 'arizona'], predicted=ilan
question=['atlanta' 'georgia' 'irving' 'texas'], predicted=george
question=['atlanta' 'georgia' 'fremont' 'california'], predicted=northeastern
