question=['algeria' 'dinar' 'angola' 'kwanza'], predicted=currency
question=['india' 'rupee' 'sweden' 'krona'], predicted=krone
question=['india' 'rupee' 'usa' 'dollar'], predicted=mx
question=['india' 'rupee' 'vietnam' 'dong'], predicted=peleliu
question=['india' 'rupee' 'angola' 'kwanza'], predicted=angolan
question=['india' 'rupee' 'armenia' 'dram'], predicted=dinar
question=['india' 'rupee' 'brazil' 'real'], predicted=peso
question=['india' 'rupee' 'bulgaria' 'lev'], predicted=forint
question=['india' 'rupee' 'cambodia' 'riel'], predicted=pataca
question=['india' 'rupee' 'croatia' 'kuna'], predicted=dinar
question=['iran' 'rial' 'japan' 'yen'], predicted=jpy
question=['iran' 'rial' 'korea' 'won'], predicted=chungcheong
question=['iran' 'rial' 'malaysia' 'ringgit'], predicted=paracel
question=['iran' 'rial' 'poland' 'zloty'], predicted=polish
question=['iran' 'rial' 'romania' 'leu'], predicted=romanian
question=['iran' 'rial' 'russia' 'ruble'], predicted=tsar
question=['iran' 'rial' 'sweden' 'krona'], predicted=norway
question=['iran' 'rial' 'usa' 'dollar'], predicted=ecusa
question=['iran' 'rial' 'vietnam' 'dong'], predicted=ecusa
question=['iran' 'rial' 'algeria' 'dinar'], predicted=aux
question=['iran' 'rial' 'angola' 'kwanza'], predicted=angolan
question=['iran' 'rial' 'argentina' 'peso'], predicted=brazil
question=['iran' 'rial' 'armenia' 'dram'], predicted=grenadines
question=['iran' 'rial' 'brazil' 'real'], predicted=brazilian
question=['iran' 'rial' 'bulgaria' 'lev'], predicted=forint
question=['iran' 'rial' 'cambodia' 'riel'], predicted=ecusa
question=['iran' 'rial' 'canada' 'dollar'], predicted=ecusa
question=['iran' 'rial' 'croatia' 'kuna'], predicted=slovakia
question=['iran' 'rial' 'denmark' 'krone'], predicted=norway
question=['iran' 'rial' 'europe' 'euro'], predicted=america
question=['iran' 'rial' 'india' 'rupee'], predicted=mahesh
question=['japan' 'yen' 'korea' 'won'], predicted=korean
question=['japan' 'yen' 'lithuania' 'litas'], predicted=lithuanian
question=['japan' 'yen' 'malaysia' 'ringgit'], predicted=brunei
question=['japan' 'yen' 'poland' 'zloty'], predicted=polish
question=['japan' 'yen' 'romania' 'leu'], predicted=romanian
question=['japan' 'yen' 'russia' 'ruble'], predicted=tsar
question=['japan' 'yen' 'usa' 'dollar'], predicted=jennifer
question=['japan' 'yen' 'vietnam' 'dong'], predicted=servicemen
question=['japan' 'yen' 'algeria' 'dinar'], predicted=tunisia
question=['japan' 'yen' 'angola' 'kwanza'], predicted=angolan
question=['japan' 'yen' 'armenia' 'dram'], predicted=armenian
question=['japan' 'yen' 'brazil' 'real'], predicted=bolivia
question=['japan' 'yen' 'bulgaria' 'lev'], predicted=bulgarian
question=['japan' 'yen' 'cambodia' 'riel'], predicted=khmer
question=['japan' 'yen' 'canada' 'dollar'], predicted=rublei
question=['japan' 'yen' 'croatia' 'kuna'], predicted=bosnia
question=['japan' 'yen' 'denmark' 'krone'], predicted=danish
question=['japan' 'yen' 'india' 'rupee'], predicted=ladakh
question=['japan' 'yen' 'iran' 'rial'], predicted=iranian
question=['korea' 'won' 'lithuania' 'litas'], predicted=win
question=['korea' 'won' 'malaysia' 'ringgit'], predicted=win
question=['korea' 'won' 'mexico' 'peso'], predicted=win
question=['korea' 'won' 'poland' 'zloty'], predicted=win
question=['korea' 'won' 'romania' 'leu'], predicted=win
question=['korea' 'won' 'russia' 'ruble'], predicted=win
question=['korea' 'won' 'sweden' 'krona'], predicted=win
question=['korea' 'won' 'usa' 'dollar'], predicted=win
question=['korea' 'won' 'vietnam' 'dong'], predicted=win
question=['korea' 'won' 'algeria' 'dinar'], predicted=win
question=['korea' 'won' 'angola' 'kwanza'], predicted=win
question=['korea' 'won' 'argentina' 'peso'], predicted=win
question=['korea' 'won' 'armenia' 'dram'], predicted=win
question=['korea' 'won' 'brazil' 'real'], predicted=win
question=['korea' 'won' 'bulgaria' 'lev'], predicted=win
question=['korea' 'won' 'cambodia' 'riel'], predicted=elections
question=['korea' 'won' 'canada' 'dollar'], predicted=win
question=['korea' 'won' 'croatia' 'kuna'], predicted=win
question=['korea' 'won' 'denmark' 'krone'], predicted=win
question=['korea' 'won' 'europe' 'euro'], predicted=win
question=['korea' 'won' 'hungary' 'forint'], predicted=win
question=['korea' 'won' 'india' 'rupee'], predicted=win
question=['korea' 'won' 'iran' 'rial'], predicted=win
question=['korea' 'won' 'japan' 'yen'], predicted=win
question=['lithuania' 'litas' 'malaysia' 'ringgit'], predicted=brunei
question=['lithuania' 'litas' 'mexico' 'peso'], predicted=yucat
question=['lithuania' 'litas' 'romania' 'leu'], predicted=coins
question=['lithuania' 'litas' 'sweden' 'krona'], predicted=swedish
question=['lithuania' 'litas' 'usa' 'dollar'], predicted=uk
question=['lithuania' 'litas' 'vietnam' 'dong'], predicted=vietnamization
question=['lithuania' 'litas' 'algeria' 'dinar'], predicted=dirham
question=['lithuania' 'litas' 'angola' 'kwanza'], predicted=angolan
question=['lithuania' 'litas' 'armenia' 'dram'], predicted=hyperinflation
question=['lithuania' 'litas' 'brazil' 'real'], predicted=cruzeiro
question=['lithuania' 'litas' 'bulgaria' 'lev'], predicted=forint
question=['lithuania' 'litas' 'cambodia' 'riel'], predicted=ringgit
question=['lithuania' 'litas' 'croatia' 'kuna'], predicted=bosnia
question=['lithuania' 'litas' 'denmark' 'krone'], predicted=norway
question=['lithuania' 'litas' 'europe' 'euro'], predicted=money
question=['lithuania' 'litas' 'india' 'rupee'], predicted=malayalam
question=['lithuania' 'litas' 'iran' 'rial'], predicted=persian
question=['lithuania' 'litas' 'japan' 'yen'], predicted=japanese
question=['lithuania' 'litas' 'korea' 'won'], predicted=korean
question=['malaysia' 'ringgit' 'mexico' 'peso'], predicted=cid
question=['malaysia' 'ringgit' 'poland' 'zloty'], predicted=polish
question=['malaysia' 'ringgit' 'romania' 'leu'], predicted=romanian
question=['malaysia' 'ringgit' 'russia' 'ruble'], predicted=ussr
question=['malaysia' 'ringgit' 'sweden' 'krona'], predicted=swedish
question=['malaysia' 'ringgit' 'usa' 'dollar'], predicted=bakersfield
question=['malaysia' 'ringgit' 'vietnam' 'dong'], predicted=vietnamization
question=['malaysia' 'ringgit' 'algeria' 'dinar'], predicted=kabylie
question=['malaysia' 'ringgit' 'angola' 'kwanza'], predicted=angolan
question=['malaysia' 'ringgit' 'argentina' 'peso'], predicted=argentine
question=['malaysia' 'ringgit' 'armenia' 'dram'], predicted=mesopotamia
question=['malaysia' 'ringgit' 'brazil' 'real'], predicted=amazonas
question=['malaysia' 'ringgit' 'bulgaria' 'lev'], predicted=romania
question=['malaysia' 'ringgit' 'canada' 'dollar'], predicted=riel
question=['malaysia' 'ringgit' 'croatia' 'kuna'], predicted=dalmatia
question=['malaysia' 'ringgit' 'denmark' 'krone'], predicted=norway
question=['malaysia' 'ringgit' 'europe' 'euro'], predicted=gaul
question=['malaysia' 'ringgit' 'hungary' 'forint'], predicted=sigismund
question=['malaysia' 'ringgit' 'india' 'rupee'], predicted=unmogip
question=['malaysia' 'ringgit' 'iran' 'rial'], predicted=iraq
question=['malaysia' 'ringgit' 'japan' 'yen'], predicted=julianus
question=['malaysia' 'ringgit' 'korea' 'won'], predicted=chungcheong
question=['malaysia' 'ringgit' 'lithuania' 'litas'], predicted=jogaila
question=['mexico' 'peso' 'poland' 'zloty'], predicted=polish
question=['mexico' 'peso' 'romania' 'leu'], predicted=romanian
question=['mexico' 'peso' 'sweden' 'krona'], predicted=denmark
question=['mexico' 'peso' 'vietnam' 'dong'], predicted=dollar
question=['mexico' 'peso' 'angola' 'kwanza'], predicted=angolan
question=['mexico' 'peso' 'armenia' 'dram'], predicted=manat
question=['mexico' 'peso' 'brazil' 'real'], predicted=cruzeiro
question=['mexico' 'peso' 'bulgaria' 'lev'], predicted=forint
question=['mexico' 'peso' 'cambodia' 'riel'], predicted=bgn
question=['mexico' 'peso' 'croatia' 'kuna'], predicted=dinar
question=['mexico' 'peso' 'denmark' 'krone'], predicted=krona
question=['mexico' 'peso' 'india' 'rupee'], predicted=rupees
question=['mexico' 'peso' 'iran' 'rial'], predicted=iraq
question=['mexico' 'peso' 'korea' 'won'], predicted=yen
question=['mexico' 'peso' 'lithuania' 'litas'], predicted=dinar
question=['mexico' 'peso' 'malaysia' 'ringgit'], predicted=brunei
question=['poland' 'zloty' 'romania' 'leu'], predicted=rupee
question=['poland' 'zloty' 'sweden' 'krona'], predicted=hunebed
question=['poland' 'zloty' 'usa' 'dollar'], predicted=skyscraper
question=['poland' 'zloty' 'vietnam' 'dong'], predicted=vietnamization
question=['poland' 'zloty' 'algeria' 'dinar'], predicted=anbar
question=['poland' 'zloty' 'angola' 'kwanza'], predicted=namibian
question=['poland' 'zloty' 'armenia' 'dram'], predicted=guilder
question=['poland' 'zloty' 'brazil' 'real'], predicted=namibian
question=['poland' 'zloty' 'bulgaria' 'lev'], predicted=kwanza
question=['poland' 'zloty' 'cambodia' 'riel'], predicted=ringgit
question=['poland' 'zloty' 'croatia' 'kuna'], predicted=kwacha
question=['poland' 'zloty' 'denmark' 'krone'], predicted=kwacha
question=['poland' 'zloty' 'europe' 'euro'], predicted=america
question=['poland' 'zloty' 'hungary' 'forint'], predicted=kroon
question=['poland' 'zloty' 'india' 'rupee'], predicted=riau
question=['poland' 'zloty' 'iran' 'rial'], predicted=iraq
question=['poland' 'zloty' 'japan' 'yen'], predicted=jpy
question=['poland' 'zloty' 'korea' 'won'], predicted=jpy
question=['poland' 'zloty' 'malaysia' 'ringgit'], predicted=riau
question=['poland' 'zloty' 'mexico' 'peso'], predicted=hueyi
question=['romania' 'leu' 'sweden' 'krona'], predicted=swedish
question=['romania' 'leu' 'usa' 'dollar'], predicted=inc
question=['romania' 'leu' 'vietnam' 'dong'], predicted=vietnamization
question=['romania' 'leu' 'algeria' 'dinar'], predicted=dirham
question=['romania' 'leu' 'angola' 'kwanza'], predicted=angolan
question=['romania' 'leu' 'argentina' 'peso'], predicted=chile
question=['romania' 'leu' 'armenia' 'dram'], predicted=bam
question=['romania' 'leu' 'brazil' 'real'], predicted=chile
question=['romania' 'leu' 'bulgaria' 'lev'], predicted=dinar
question=['romania' 'leu' 'cambodia' 'riel'], predicted=riau
question=['romania' 'leu' 'canada' 'dollar'], predicted=canadian
question=['romania' 'leu' 'croatia' 'kuna'], predicted=dinar
question=['romania' 'leu' 'denmark' 'krone'], predicted=danish
question=['romania' 'leu' 'europe' 'euro'], predicted=synthetics
question=['romania' 'leu' 'hungary' 'forint'], predicted=isoleucine
question=['romania' 'leu' 'india' 'rupee'], predicted=bombay
question=['romania' 'leu' 'iran' 'rial'], predicted=iranian
