question=['accra' 'ghana' 'amman' 'jordan'], predicted=libya
question=['algiers' 'algeria' 'bujumbura' 'burundi'], predicted=angola
question=['algiers' 'algeria' 'cairo' 'egypt'], predicted=libya
question=['algiers' 'algeria' 'canberra' 'australia'], predicted=malaysia
question=['algiers' 'algeria' 'caracas' 'venezuela'], predicted=angola
question=['algiers' 'algeria' 'chisinau' 'moldova'], predicted=armenia
question=['algiers' 'algeria' 'conakry' 'guinea'], predicted=albania
question=['algiers' 'algeria' 'dakar' 'senegal'], predicted=angola
question=['algiers' 'algeria' 'doha' 'qatar'], predicted=wto
question=['algiers' 'algeria' 'gaborone' 'botswana'], predicted=angola
question=['amman' 'jordan' 'ankara' 'turkey'], predicted=nba
question=['amman' 'jordan' 'antananarivo' 'madagascar'], predicted=touchdown
question=['amman' 'jordan' 'asmara' 'eritrea'], predicted=bogart
question=['amman' 'jordan' 'astana' 'kazakhstan'], predicted=jackson
question=['amman' 'jordan' 'baghdad' 'iraq'], predicted=hussein
question=['amman' 'jordan' 'baku' 'azerbaijan'], predicted=timberlake
question=['amman' 'jordan' 'bamako' 'mali'], predicted=nba
question=['amman' 'jordan' 'bangkok' 'thailand'], predicted=shooting
question=['amman' 'jordan' 'beijing' 'china'], predicted=bogart
question=['amman' 'jordan' 'belgrade' 'serbia'], predicted=nba
question=['amman' 'jordan' 'bern' 'switzerland'], predicted=touchdowns
question=['amman' 'jordan' 'bishkek' 'kyrgyzstan'], predicted=jackson
question=['amman' 'jordan' 'bucharest' 'romania'], predicted=touchdown
question=['amman' 'jordan' 'bujumbura' 'burundi'], predicted=bogart
question=['amman' 'jordan' 'caracas' 'venezuela'], predicted=hurst
question=['amman' 'jordan' 'chisinau' 'moldova'], predicted=jackson
question=['amman' 'jordan' 'conakry' 'guinea'], predicted=touchdown
question=['amman' 'jordan' 'copenhagen' 'denmark'], predicted=niels
question=['amman' 'jordan' 'dakar' 'senegal'], predicted=stewart
question=['amman' 'jordan' 'dhaka' 'bangladesh'], predicted=bogart
question=['amman' 'jordan' 'doha' 'qatar'], predicted=bogart
question=['amman' 'jordan' 'dublin' 'ireland'], predicted=stewart
question=['amman' 'jordan' 'gaborone' 'botswana'], predicted=bogart
question=['amman' 'jordan' 'georgetown' 'guyana'], predicted=jackson
question=['ankara' 'turkey' 'antananarivo' 'madagascar'], predicted=france
question=['ankara' 'turkey' 'asmara' 'eritrea'], predicted=thailand
question=['ankara' 'turkey' 'astana' 'kazakhstan'], predicted=ukraine
question=['ankara' 'turkey' 'baku' 'azerbaijan'], predicted=uzbekistan
question=['ankara' 'turkey' 'bamako' 'mali'], predicted=belgium
question=['ankara' 'turkey' 'beijing' 'china'], predicted=taiwan
question=['ankara' 'turkey' 'beirut' 'lebanon'], predicted=syria
question=['ankara' 'turkey' 'bishkek' 'kyrgyzstan'], predicted=bulgaria
question=['ankara' 'turkey' 'bujumbura' 'burundi'], predicted=thailand
question=['ankara' 'turkey' 'chisinau' 'moldova'], predicted=ukraine
question=['ankara' 'turkey' 'conakry' 'guinea'], predicted=belgium
question=['ankara' 'turkey' 'dakar' 'senegal'], predicted=africa
question=['ankara' 'turkey' 'doha' 'qatar'], predicted=slovenia
question=['ankara' 'turkey' 'gaborone' 'botswana'], predicted=slovenia
question=['ankara' 'turkey' 'georgetown' 'guyana'], predicted=venezuela
question=['ankara' 'turkey' 'hanoi' 'vietnam'], predicted=thailand
question=['antananarivo' 'madagascar' 'asmara' 'eritrea'], predicted=borderless
question=['antananarivo' 'madagascar' 'astana' 'kazakhstan'], predicted=estonia
question=['antananarivo' 'madagascar' 'baku' 'azerbaijan'], predicted=mauritania
question=['antananarivo' 'madagascar' 'bamako' 'mali'], predicted=mauritania
question=['antananarivo' 'madagascar' 'bangkok' 'thailand'], predicted=narita
question=['antananarivo' 'madagascar' 'beirut' 'lebanon'], predicted=libya
question=['antananarivo' 'madagascar' 'bratislava' 'slovakia'], predicted=malta
question=['antananarivo' 'madagascar' 'brussels' 'belgium'], predicted=luxembourg
question=['antananarivo' 'madagascar' 'bucharest' 'romania'], predicted=russia
question=['antananarivo' 'madagascar' 'bujumbura' 'burundi'], predicted=malawi
question=['antananarivo' 'madagascar' 'chisinau' 'moldova'], predicted=lithuania
question=['antananarivo' 'madagascar' 'copenhagen' 'denmark'], predicted=estonia
question=['antananarivo' 'madagascar' 'dakar' 'senegal'], predicted=africa
question=['antananarivo' 'madagascar' 'doha' 'qatar'], predicted=lagos
question=['antananarivo' 'madagascar' 'dublin' 'ireland'], predicted=malta
question=['antananarivo' 'madagascar' 'gaborone' 'botswana'], predicted=africa
question=['antananarivo' 'madagascar' 'georgetown' 'guyana'], predicted=virginia
question=['antananarivo' 'madagascar' 'hanoi' 'vietnam'], predicted=republic
question=['antananarivo' 'madagascar' 'harare' 'zimbabwe'], predicted=mauritius
question=['asmara' 'eritrea' 'astana' 'kazakhstan'], predicted=estonia
question=['asmara' 'eritrea' 'baku' 'azerbaijan'], predicted=ethiopia
question=['asmara' 'eritrea' 'bamako' 'mali'], predicted=libya
question=['asmara' 'eritrea' 'bangkok' 'thailand'], predicted=vietnam
question=['asmara' 'eritrea' 'bern' 'switzerland'], predicted=croatia
question=['asmara' 'eritrea' 'bishkek' 'kyrgyzstan'], predicted=croatia
question=['asmara' 'eritrea' 'bratislava' 'slovakia'], predicted=croatia
question=['asmara' 'eritrea' 'bucharest' 'romania'], predicted=serbia
question=['asmara' 'eritrea' 'bujumbura' 'burundi'], predicted=mozambique
question=['asmara' 'eritrea' 'cairo' 'egypt'], predicted=libya
question=['asmara' 'eritrea' 'canberra' 'australia'], predicted=lanka
question=['asmara' 'eritrea' 'caracas' 'venezuela'], predicted=ethiopia
question=['asmara' 'eritrea' 'chisinau' 'moldova'], predicted=croatia
question=['asmara' 'eritrea' 'copenhagen' 'denmark'], predicted=croatia
question=['asmara' 'eritrea' 'dakar' 'senegal'], predicted=libya
question=['asmara' 'eritrea' 'dhaka' 'bangladesh'], predicted=croatia
question=['asmara' 'eritrea' 'doha' 'qatar'], predicted=croatia
question=['asmara' 'eritrea' 'gaborone' 'botswana'], predicted=estonia
question=['asmara' 'eritrea' 'georgetown' 'guyana'], predicted=croatia
question=['asmara' 'eritrea' 'harare' 'zimbabwe'], predicted=yugoslavia
question=['asmara' 'eritrea' 'islamabad' 'pakistan'], predicted=libya
question=['astana' 'kazakhstan' 'baghdad' 'iraq'], predicted=lebanon
question=['astana' 'kazakhstan' 'baku' 'azerbaijan'], predicted=mongolia
question=['astana' 'kazakhstan' 'bamako' 'mali'], predicted=mongolia
question=['astana' 'kazakhstan' 'bangkok' 'thailand'], predicted=myanmar
question=['astana' 'kazakhstan' 'belgrade' 'serbia'], predicted=bulgaria
question=['astana' 'kazakhstan' 'bern' 'switzerland'], predicted=finland
question=['astana' 'kazakhstan' 'brussels' 'belgium'], predicted=malaysia
question=['astana' 'kazakhstan' 'bucharest' 'romania'], predicted=russia
question=['astana' 'kazakhstan' 'bujumbura' 'burundi'], predicted=eritrea
question=['astana' 'kazakhstan' 'canberra' 'australia'], predicted=malaysia
question=['astana' 'kazakhstan' 'caracas' 'venezuela'], predicted=eritrea
question=['astana' 'kazakhstan' 'chisinau' 'moldova'], predicted=kyrgyzstan
question=['astana' 'kazakhstan' 'conakry' 'guinea'], predicted=ghana
question=['astana' 'kazakhstan' 'copenhagen' 'denmark'], predicted=finland
question=['astana' 'kazakhstan' 'dakar' 'senegal'], predicted=chad
question=['astana' 'kazakhstan' 'damascus' 'syria'], predicted=lebanon
question=['astana' 'kazakhstan' 'doha' 'qatar'], predicted=malaysia
question=['astana' 'kazakhstan' 'gaborone' 'botswana'], predicted=kyrgyzstan
question=['astana' 'kazakhstan' 'georgetown' 'guyana'], predicted=kenya
question=['astana' 'kazakhstan' 'hanoi' 'vietnam'], predicted=china
question=['astana' 'kazakhstan' 'harare' 'zimbabwe'], predicted=malaysia
question=['astana' 'kazakhstan' 'islamabad' 'pakistan'], predicted=kuwait
question=['athens' 'greece' 'baku' 'azerbaijan'], predicted=kazakhstan
question=['athens' 'greece' 'bamako' 'mali'], predicted=belgium
question=['athens' 'greece' 'bern' 'switzerland'], predicted=romania
question=['athens' 'greece' 'bishkek' 'kyrgyzstan'], predicted=bulgaria
question=['athens' 'greece' 'bujumbura' 'burundi'], predicted=eritrea
question=['athens' 'greece' 'caracas' 'venezuela'], predicted=republic
question=['athens' 'greece' 'chisinau' 'moldova'], predicted=romania
question=['athens' 'greece' 'conakry' 'guinea'], predicted=bissau
question=['athens' 'greece' 'doha' 'qatar'], predicted=eurozone
question=['athens' 'greece' 'gaborone' 'botswana'], predicted=liberia
question=['athens' 'greece' 'georgetown' 'guyana'], predicted=eritrea
question=['athens' 'greece' 'hanoi' 'vietnam'], predicted=laos
question=['athens' 'greece' 'harare' 'zimbabwe'], predicted=eurozone
question=['baghdad' 'iraq' 'baku' 'azerbaijan'], predicted=kazakhstan
question=['baghdad' 'iraq' 'bamako' 'mali'], predicted=libya
question=['baghdad' 'iraq' 'bangkok' 'thailand'], predicted=bahrain
question=['baghdad' 'iraq' 'beijing' 'china'], predicted=korea
question=['baghdad' 'iraq' 'beirut' 'lebanon'], predicted=libya
question=['baghdad' 'iraq' 'bern' 'switzerland'], predicted=denmark
question=['baghdad' 'iraq' 'bishkek' 'kyrgyzstan'], predicted=kazakhstan
question=['baghdad' 'iraq' 'bujumbura' 'burundi'], predicted=guinea
question=['baghdad' 'iraq' 'cairo' 'egypt'], predicted=libya
question=['baghdad' 'iraq' 'chisinau' 'moldova'], predicted=kuwait
question=['baghdad' 'iraq' 'dakar' 'senegal'], predicted=kenya
question=['baghdad' 'iraq' 'doha' 'qatar'], predicted=kuwait
question=['baghdad' 'iraq' 'gaborone' 'botswana'], predicted=liberia
question=['baghdad' 'iraq' 'georgetown' 'guyana'], predicted=venezuela
question=['baghdad' 'iraq' 'harare' 'zimbabwe'], predicted=scuttling
question=['baghdad' 'iraq' 'islamabad' 'pakistan'], predicted=kuwait
question=['baku' 'azerbaijan' 'bamako' 'mali'], predicted=armenia
question=['baku' 'azerbaijan' 'bangkok' 'thailand'], predicted=armenia
question=['baku' 'azerbaijan' 'beijing' 'china'], predicted=armenia
question=['baku' 'azerbaijan' 'bern' 'switzerland'], predicted=georgia
question=['baku' 'azerbaijan' 'bishkek' 'kyrgyzstan'], predicted=armenia
question=['baku' 'azerbaijan' 'bratislava' 'slovakia'], predicted=armenia
question=['baku' 'azerbaijan' 'bucharest' 'romania'], predicted=georgia
question=['baku' 'azerbaijan' 'bujumbura' 'burundi'], predicted=armenia
question=['baku' 'azerbaijan' 'caracas' 'venezuela'], predicted=armenia
question=['baku' 'azerbaijan' 'chisinau' 'moldova'], predicted=ssr
question=['baku' 'azerbaijan' 'conakry' 'guinea'], predicted=polynesia
question=['baku' 'azerbaijan' 'copenhagen' 'denmark'], predicted=croatia
question=['baku' 'azerbaijan' 'dakar' 'senegal'], predicted=armenia
question=['baku' 'azerbaijan' 'doha' 'qatar'], predicted=georgia
question=['baku' 'azerbaijan' 'gaborone' 'botswana'], predicted=armenia
question=['baku' 'azerbaijan' 'georgetown' 'guyana'], predicted=georgia
question=['baku' 'azerbaijan' 'hanoi' 'vietnam'], predicted=armenia
question=['baku' 'azerbaijan' 'harare' 'zimbabwe'], predicted=ssr
question=['baku' 'azerbaijan' 'islamabad' 'pakistan'], predicted=kuwait
question=['baku' 'azerbaijan' 'kathmandu' 'nepal'], predicted=guatemala
question=['bamako' 'mali' 'bangkok' 'thailand'], predicted=sahara
question=['bamako' 'mali' 'beirut' 'lebanon'], predicted=ghana
question=['bamako' 'mali' 'belgrade' 'serbia'], predicted=algeria
question=['bamako' 'mali' 'berlin' 'germany'], predicted=ghana
question=['bamako' 'mali' 'bern' 'switzerland'], predicted=ghana
question=['bamako' 'mali' 'bishkek' 'kyrgyzstan'], predicted=burkina
question=['bamako' 'mali' 'bratislava' 'slovakia'], predicted=burundi
question=['bamako' 'mali' 'brussels' 'belgium'], predicted=algeria
question=['bamako' 'mali' 'bucharest' 'romania'], predicted=ghana
question=['bamako' 'mali' 'bujumbura' 'burundi'], predicted=malawi
question=['bamako' 'mali' 'canberra' 'australia'], predicted=guinea
question=['bamako' 'mali' 'caracas' 'venezuela'], predicted=ghana
question=['bamako' 'mali' 'chisinau' 'moldova'], predicted=ghana
question=['bamako' 'mali' 'conakry' 'guinea'], predicted=ghana
question=['bamako' 'mali' 'copenhagen' 'denmark'], predicted=ghana
question=['bamako' 'mali' 'dakar' 'senegal'], predicted=africa
question=['bamako' 'mali' 'damascus' 'syria'], predicted=egypt
question=['bamako' 'mali' 'dhaka' 'bangladesh'], predicted=ghana
question=['bamako' 'mali' 'doha' 'qatar'], predicted=algeria
question=['bamako' 'mali' 'gaborone' 'botswana'], predicted=malawi
question=['bamako' 'mali' 'georgetown' 'guyana'], predicted=ghana
question=['bamako' 'mali' 'hanoi' 'vietnam'], predicted=nigeria
question=['bamako' 'mali' 'harare' 'zimbabwe'], predicted=mauritius
question=['bamako' 'mali' 'islamabad' 'pakistan'], predicted=kuwait
question=['bamako' 'mali' 'kathmandu' 'nepal'], predicted=burkina
question=['bangkok' 'thailand' 'beirut' 'lebanon'], predicted=syria
question=['bangkok' 'thailand' 'bishkek' 'kyrgyzstan'], predicted=laos
question=['bangkok' 'thailand' 'bujumbura' 'burundi'], predicted=tanzania
question=['bangkok' 'thailand' 'chisinau' 'moldova'], predicted=ukraine
question=['bangkok' 'thailand' 'conakry' 'guinea'], predicted=laos
question=['bangkok' 'thailand' 'dakar' 'senegal'], predicted=tanzania
question=['bangkok' 'thailand' 'doha' 'qatar'], predicted=brunei
question=['bangkok' 'thailand' 'gaborone' 'botswana'], predicted=tanzania
question=['bangkok' 'thailand' 'georgetown' 'guyana'], predicted=venezuela
question=['bangkok' 'thailand' 'hanoi' 'vietnam'], predicted=laos
question=['bangkok' 'thailand' 'harare' 'zimbabwe'], predicted=tanzania
question=['bangkok' 'thailand' 'kathmandu' 'nepal'], predicted=tibet
question=['bangkok' 'thailand' 'kiev' 'ukraine'], predicted=russia
question=['beijing' 'china' 'beirut' 'lebanon'], predicted=india
question=['beijing' 'china' 'belgrade' 'serbia'], predicted=croatia
question=['beijing' 'china' 'bucharest' 'romania'], predicted=russia
question=['beijing' 'china' 'bujumbura' 'burundi'], predicted=india
question=['beijing' 'china' 'chisinau' 'moldova'], predicted=philippines
question=['beijing' 'china' 'damascus' 'syria'], predicted=persia
question=['beijing' 'china' 'doha' 'qatar'], predicted=senegal
question=['beijing' 'china' 'gaborone' 'botswana'], predicted=asia
question=['beijing' 'china' 'georgetown' 'guyana'], predicted=venezuela
question=['beijing' 'china' 'harare' 'zimbabwe'], predicted=portugal
question=['beijing' 'china' 'kiev' 'ukraine'], predicted=russia
question=['beirut' 'lebanon' 'bern' 'switzerland'], predicted=cantons
question=['beirut' 'lebanon' 'bucharest' 'romania'], predicted=serbia
question=['beirut' 'lebanon' 'bujumbura' 'burundi'], predicted=myanmar
question=['beirut' 'lebanon' 'chisinau' 'moldova'], predicted=israel
question=['beirut' 'lebanon' 'conakry' 'guinea'], predicted=katanga
question=['beirut' 'lebanon' 'dakar' 'senegal'], predicted=liberia
question=['beirut' 'lebanon' 'doha' 'qatar'], predicted=escrime
question=['beirut' 'lebanon' 'gaborone' 'botswana'], predicted=unicast
question=['beirut' 'lebanon' 'georgetown' 'guyana'], predicted=venezuela
question=['beirut' 'lebanon' 'hanoi' 'vietnam'], predicted=laos
question=['beirut' 'lebanon' 'harare' 'zimbabwe'], predicted=israel
question=['beirut' 'lebanon' 'islamabad' 'pakistan'], predicted=kuwait
question=['beirut' 'lebanon' 'kiev' 'ukraine'], predicted=poland
question=['beirut' 'lebanon' 'libreville' 'gabon'], predicted=escrime
question=['belgrade' 'serbia' 'bern' 'switzerland'], predicted=slovakia
question=['belgrade' 'serbia' 'bishkek' 'kyrgyzstan'], predicted=montenegro
question=['belgrade' 'serbia' 'bucharest' 'romania'], predicted=montenegro
question=['belgrade' 'serbia' 'bujumbura' 'burundi'], predicted=montenegro
question=['belgrade' 'serbia' 'caracas' 'venezuela'], predicted=montenegro
question=['belgrade' 'serbia' 'chisinau' 'moldova'], predicted=montenegro
question=['belgrade' 'serbia' 'conakry' 'guinea'], predicted=montenegro
question=['belgrade' 'serbia' 'dhaka' 'bangladesh'], predicted=montenegro
question=['belgrade' 'serbia' 'doha' 'qatar'], predicted=slovenia
question=['belgrade' 'serbia' 'gaborone' 'botswana'], predicted=montenegro
question=['belgrade' 'serbia' 'georgetown' 'guyana'], predicted=montenegro
question=['belgrade' 'serbia' 'hanoi' 'vietnam'], predicted=montenegro
question=['belgrade' 'serbia' 'harare' 'zimbabwe'], predicted=podcasting
question=['belgrade' 'serbia' 'islamabad' 'pakistan'], predicted=montenegro
question=['belgrade' 'serbia' 'kathmandu' 'nepal'], predicted=montenegro
question=['belgrade' 'serbia' 'kiev' 'ukraine'], predicted=poland
question=['belgrade' 'serbia' 'libreville' 'gabon'], predicted=montenegro
question=['belgrade' 'serbia' 'lilongwe' 'malawi'], predicted=basutoland
question=['berlin' 'germany' 'bern' 'switzerland'], predicted=france
question=['berlin' 'germany' 'bishkek' 'kyrgyzstan'], predicted=kazakhstan
question=['berlin' 'germany' 'bucharest' 'romania'], predicted=france
question=['berlin' 'germany' 'bujumbura' 'burundi'], predicted=tanganyika
question=['berlin' 'germany' 'caracas' 'venezuela'], predicted=spain
question=['berlin' 'germany' 'chisinau' 'moldova'], predicted=romania
question=['berlin' 'germany' 'conakry' 'guinea'], predicted=france
question=['berlin' 'germany' 'dakar' 'senegal'], predicted=france
question=['berlin' 'germany' 'doha' 'qatar'], predicted=eurozone
question=['berlin' 'germany' 'gaborone' 'botswana'], predicted=baikal
question=['berlin' 'germany' 'georgetown' 'guyana'], predicted=france
question=['berlin' 'germany' 'hanoi' 'vietnam'], predicted=france
question=['berlin' 'germany' 'harare' 'zimbabwe'], predicted=france
question=['berlin' 'germany' 'kathmandu' 'nepal'], predicted=tibet
question=['berlin' 'germany' 'kiev' 'ukraine'], predicted=russia
question=['berlin' 'germany' 'libreville' 'gabon'], predicted=france
question=['berlin' 'germany' 'lilongwe' 'malawi'], predicted=france
question=['berlin' 'germany' 'lima' 'peru'], predicted=spain
question=['bern' 'switzerland' 'bishkek' 'kyrgyzstan'], predicted=turkey
question=['bern' 'switzerland' 'bucharest' 'romania'], predicted=italy
question=['bern' 'switzerland' 'bujumbura' 'burundi'], predicted=tanzania
question=['bern' 'switzerland' 'caracas' 'venezuela'], predicted=spain
question=['bern' 'switzerland' 'chisinau' 'moldova'], predicted=ukraine
question=['bern' 'switzerland' 'conakry' 'guinea'], predicted=tanzania
question=['bern' 'switzerland' 'dakar' 'senegal'], predicted=africa
question=['bern' 'switzerland' 'dhaka' 'bangladesh'], predicted=tunisia
question=['bern' 'switzerland' 'doha' 'qatar'], predicted=cuba
question=['bern' 'switzerland' 'gaborone' 'botswana'], predicted=tanzania
question=['bern' 'switzerland' 'georgetown' 'guyana'], predicted=venezuela
question=['bern' 'switzerland' 'hanoi' 'vietnam'], predicted=china
question=['bern' 'switzerland' 'harare' 'zimbabwe'], predicted=tunisia
question=['bern' 'switzerland' 'islamabad' 'pakistan'], predicted=saudi
question=['bern' 'switzerland' 'kathmandu' 'nepal'], predicted=turkey
question=['bern' 'switzerland' 'kiev' 'ukraine'], predicted=spain
question=['bern' 'switzerland' 'kingston' 'jamaica'], predicted=morocco
question=['bern' 'switzerland' 'libreville' 'gabon'], predicted=spain
question=['bern' 'switzerland' 'lilongwe' 'malawi'], predicted=tanzania
question=['bern' 'switzerland' 'lima' 'peru'], predicted=spain
question=['bishkek' 'kyrgyzstan' 'bucharest' 'romania'], predicted=uzbekistan
question=['bishkek' 'kyrgyzstan' 'bujumbura' 'burundi'], predicted=manitoba
question=['bishkek' 'kyrgyzstan' 'caracas' 'venezuela'], predicted=uruguay
question=['bishkek' 'kyrgyzstan' 'chisinau' 'moldova'], predicted=kuwait
question=['bishkek' 'kyrgyzstan' 'dakar' 'senegal'], predicted=chad
question=['bishkek' 'kyrgyzstan' 'doha' 'qatar'], predicted=malaysia
question=['bishkek' 'kyrgyzstan' 'gaborone' 'botswana'], predicted=kazakhstan
question=['bishkek' 'kyrgyzstan' 'georgetown' 'guyana'], predicted=venezuela
question=['bishkek' 'kyrgyzstan' 'harare' 'zimbabwe'], predicted=matchups
question=['bishkek' 'kyrgyzstan' 'kathmandu' 'nepal'], predicted=tibet
question=['bishkek' 'kyrgyzstan' 'khartoum' 'sudan'], predicted=kuwait
question=['bishkek' 'kyrgyzstan' 'kiev' 'ukraine'], predicted=russia
question=['bishkek' 'kyrgyzstan' 'libreville' 'gabon'], predicted=mozambique
question=['bishkek' 'kyrgyzstan' 'lilongwe' 'malawi'], predicted=kuwait
question=['bishkek' 'kyrgyzstan' 'lisbon' 'portugal'], predicted=morocco
question=['bratislava' 'slovakia' 'bujumbura' 'burundi'], predicted=venezuela
question=['bratislava' 'slovakia' 'chisinau' 'moldova'], predicted=slovenia
question=['bratislava' 'slovakia' 'conakry' 'guinea'], predicted=slovenia
question=['bratislava' 'slovakia' 'copenhagen' 'denmark'], predicted=slovenia
question=['bratislava' 'slovakia' 'doha' 'qatar'], predicted=slovenia
question=['bratislava' 'slovakia' 'gaborone' 'botswana'], predicted=slovenia
question=['bratislava' 'slovakia' 'georgetown' 'guyana'], predicted=venezuela
question=['bratislava' 'slovakia' 'hanoi' 'vietnam'], predicted=slovenia
question=['bratislava' 'slovakia' 'harare' 'zimbabwe'], predicted=slovenia
question=['bratislava' 'slovakia' 'kathmandu' 'nepal'], predicted=slovenia
question=['bratislava' 'slovakia' 'libreville' 'gabon'], predicted=slovenia
question=['bratislava' 'slovakia' 'lilongwe' 'malawi'], predicted=venezuela
question=['bratislava' 'slovakia' 'lima' 'peru'], predicted=paraguay
question=['bratislava' 'slovakia' 'london' 'england'], predicted=manchester
question=['bratislava' 'slovakia' 'luanda' 'angola'], predicted=paraguay
question=['brussels' 'belgium' 'bujumbura' 'burundi'], predicted=chad
question=['brussels' 'belgium' 'chisinau' 'moldova'], predicted=ukraine
question=['brussels' 'belgium' 'dakar' 'senegal'], predicted=chad
question=['brussels' 'belgium' 'doha' 'qatar'], predicted=bermuda
question=['brussels' 'belgium' 'gaborone' 'botswana'], predicted=estonia
question=['brussels' 'belgium' 'georgetown' 'guyana'], predicted=venezuela
question=['brussels' 'belgium' 'hanoi' 'vietnam'], predicted=tonkin
question=['brussels' 'belgium' 'harare' 'zimbabwe'], predicted=germany
question=['brussels' 'belgium' 'kathmandu' 'nepal'], predicted=brazil
question=['brussels' 'belgium' 'libreville' 'gabon'], predicted=mozambique
question=['brussels' 'belgium' 'lilongwe' 'malawi'], predicted=basutoland
question=['bucharest' 'romania' 'chisinau' 'moldova'], predicted=hungary
question=['bucharest' 'romania' 'conakry' 'guinea'], predicted=hungary
question=['bucharest' 'romania' 'copenhagen' 'denmark'], predicted=hungary
question=['bucharest' 'romania' 'dakar' 'senegal'], predicted=cameroon
question=['bucharest' 'romania' 'doha' 'qatar'], predicted=slovakia
question=['bucharest' 'romania' 'gaborone' 'botswana'], predicted=slovakia
question=['bucharest' 'romania' 'georgetown' 'guyana'], predicted=hungary
question=['bucharest' 'romania' 'hanoi' 'vietnam'], predicted=slovakia
question=['bucharest' 'romania' 'harare' 'zimbabwe'], predicted=czechoslovakia
question=['bucharest' 'romania' 'kathmandu' 'nepal'], predicted=lithuania
question=['bucharest' 'romania' 'kiev' 'ukraine'], predicted=poland
question=['bucharest' 'romania' 'libreville' 'gabon'], predicted=hungary
question=['bucharest' 'romania' 'lilongwe' 'malawi'], predicted=slovakia
question=['bucharest' 'romania' 'lima' 'peru'], predicted=paraguay
question=['bucharest' 'romania' 'london' 'england'], predicted=hungary
question=['bucharest' 'romania' 'luanda' 'angola'], predicted=portugal
question=['budapest' 'hungary' 'bujumbura' 'burundi'], predicted=provinces
question=['budapest' 'hungary' 'caracas' 'venezuela'], predicted=spain
question=['budapest' 'hungary' 'chisinau' 'moldova'], predicted=romania
question=['budapest' 'hungary' 'conakry' 'guinea'], predicted=ghana
question=['budapest' 'hungary' 'doha' 'qatar'], predicted=senegal
question=['budapest' 'hungary' 'gaborone' 'botswana'], predicted=gambia
question=['budapest' 'hungary' 'georgetown' 'guyana'], predicted=austria
question=['budapest' 'hungary' 'hanoi' 'vietnam'], predicted=republic
question=['budapest' 'hungary' 'harare' 'zimbabwe'], predicted=accession
question=['budapest' 'hungary' 'kathmandu' 'nepal'], predicted=tibet
question=['budapest' 'hungary' 'kiev' 'ukraine'], predicted=poland
question=['budapest' 'hungary' 'libreville' 'gabon'], predicted=france
question=['budapest' 'hungary' 'lilongwe' 'malawi'], predicted=basutoland
question=['budapest' 'hungary' 'lima' 'peru'], predicted=spain
question=['budapest' 'hungary' 'luanda' 'angola'], predicted=portugal
question=['budapest' 'hungary' 'lusaka' 'zambia'], predicted=france
question=['budapest' 'hungary' 'managua' 'nicaragua'], predicted=bolivia
question=['bujumbura' 'burundi' 'canberra' 'australia'], predicted=botswana
question=['bujumbura' 'burundi' 'caracas' 'venezuela'], predicted=african
question=['bujumbura' 'burundi' 'chisinau' 'moldova'], predicted=czechoslovakia
question=['bujumbura' 'burundi' 'conakry' 'guinea'], predicted=botswana
question=['bujumbura' 'burundi' 'dakar' 'senegal'], predicted=botswana
question=['bujumbura' 'burundi' 'damascus' 'syria'], predicted=egypt
question=['bujumbura' 'burundi' 'doha' 'qatar'], predicted=brunei
question=['bujumbura' 'burundi' 'georgetown' 'guyana'], predicted=botswana
